userId,movieId
120609,90469
120609,81417
120609,71379
120609,97701
120609,595
30250,80549
120609,87232
120609,3793
120609,6333
120609,68319
120609,45499
120609,95510
120609,52722
120609,8636
120609,5349
120609,106072
120609,86332
120609,104841
120609,30803
120609,588
120609,1907
120609,1
125759,106918
120609,2081
120609,6377
120609,96832
30250,106002
30250,84152
120609,63179
120609,4288
120609,105355
44501,103228
120609,105197
120609,59387
120609,7147
120609,88129
120609,4979
120609,55269
120609,4226
120609,33794
120609,48780
44501,102407
120609,91529
120609,58559
120609,79132
120609,5388
120609,103042
120609,7371
120609,3910
120609,39869
120609,44191
120609,48043
120609,69757
120609,1921
120609,64839
120609,81591
120609,89039
120609,44694
120609,1653
44501,102125
120609,4878
56730,5218
56730,89804
56730,32289
56730,1635
44501,101423
120609,72731
120609,27728
120609,741
120609,37386
120609,60684
120609,97913
120609,67255
120609,68954
120609,81562
120609,356
120609,74458
44501,70533
44501,96821
120609,5903
120609,8950
120609,3535
44501,3175
97853,285
28906,98961
127515,97921
24903,70946
24903,43838
127515,33660
127515,89774
24903,45969
56730,79800
106676,104457
106676,104243
70940,101895
27251,103661
19881,84189
19881,2125
19881,6793
19881,6794
19881,1113
19881,808
19881,6058
19881,33834
19881,57370
19881,90249
19881,89305
19881,42018
19881,6060
19881,26819
19881,44295
19881,49274
19881,101577
19881,1380
19881,103249
19881,7024
19881,80094
19881,41941
19881,62250
84958,102481
84958,79091
84958,103335
87937,79251
98420,104211
98420,103141
106676,103624
98420,1260
98420,920
84958,103150
98420,5152
710,6347
710,2863
117007,106918
133246,1407
133246,3988
98420,8131
133246,337
98420,52975
117289,101076
133246,66066
117289,44004
28906,3525
117289,100093
83680,587
73589,93510
43317,105211
62673,2302
62673,653
62673,553
62673,160
62673,2657
62673,2321
62673,2763
62673,58
62673,1242
62673,805
62673,1747
62673,1372
62673,1375
62673,785
62673,6934
74966,3429
74966,1834
62673,1356
62673,1376
62673,1374
62673,329
62673,2393
62673,318
62673,858
74966,4226
62673,1371
62673,50
62673,527
74966,1269
62673,904
62673,750
62673,908
62673,1198
62673,1203
62673,2959
62673,5618
74966,5445
62673,6539
62673,3114
74966,1079
62673,1197
62673,1136
74966,290
110383,106916
110383,106920
74966,1921
74966,1220
40887,2495
62673,79132
74966,60161
74966,5120
74966,1356
74966,81834
73589,102684
74966,89492
74966,3545
74966,2761
74966,1234
74966,85736
81583,97923
74966,90600
74966,908
74966,102445
74966,97913
74966,91542
74966,88125
74966,2951
74966,27866
40598,106489
74966,44199
40598,82459
40598,500
74966,97752
74966,596
40598,69757
40598,80549
133811,2087
74966,49272
74966,102125
74966,81564
74966,53887
74966,90866
74966,538
134690,47721
74966,91488
74966,60816
55008,61729
74966,79132
74966,95352
74966,87876
93555,103801
74966,6892
93555,73290
74966,3317
74966,60040
74966,59315
74966,77561
10788,107024
74966,2406
74966,4007
74966,80590
74966,92938
74966,51077
74966,8972
74966,8658
74966,1377
74966,4681
74966,2405
74966,102033
74966,5313
109491,92048
74966,102481
74966,33679
74966,3863
74966,64032
74966,55955
74966,99114
97881,3983
74966,5989
74966,1059
74966,102407
93555,2059
74966,2183
74966,4776
74966,103669
74966,2278
74966,1747
28184,103883
74966,107028
74966,90439
19881,103228
109286,7076
121535,1066
19881,2716
19881,1704
27647,46976
27647,1265
35170,1355
35170,82360
74966,98809
19881,92494
74966,94833
130827,106918
74966,84772
74966,90746
130827,91500
74966,53996
74966,69526
74966,87520
74966,1376
74966,1372
74966,1373
74966,1371
74966,1374
74966,59016
74966,72043
74966,1367
120244,105211
74966,46967
74966,90249
74966,103772
74966,63853
74966,4992
110153,5169
74966,26152
74966,1562
74966,2640
74966,2641
74966,2642
74966,2643
74966,46530
74966,95510
109491,5445
109491,56367
109491,6365
109491,4018
109491,2161
109491,2085
109491,2081
109491,2078
105898,106489
67544,53318
49075,6669
30376,63113
30376,73323
30376,34534
15617,67949
15617,84857
64572,105213
15617,932
15617,106916
26867,1099
70694,4018
70694,2581
70694,27660
70694,27706
70694,6593
45760,93988
25322,2076
45760,252
25322,1357
45760,8866
25322,2686
25322,3608
25322,162
70694,7460
70694,5504
25322,1589
70694,4519
25322,3534
25322,5528
25322,4084
25322,55247
25322,2505
25322,5992
25322,2114
70694,102880
70694,79091
25322,5308
25322,1916
16676,104093
25322,1208
25322,3683
25322,3741
25322,3730
25322,318
25322,3019
25322,1952
25322,1228
25322,923
25322,1213
25322,1248
25322,1095
25322,1247
25322,608
135331,3527
25322,527
25322,904
135331,79057
25322,6016
135331,8810
25322,44555
135331,56801
135331,8957
135331,39446
135331,48877
135331,55577
135331,63436
135331,72129
135331,81535
25322,1136
25322,593
25322,2858
25322,296
25322,3521
25322,7013
73589,102123
39969,69304
133811,104879
10759,4011
70694,91653
120609,86190
132057,1372
132057,3255
132057,1271
132057,2724
132057,2501
132057,1957
132057,1020
132057,1269
132057,2431
132057,954
132057,2384
132057,207
132057,1124
132057,934
132057,1015
132057,1961
73589,104078
96296,94266
132057,5299
120609,79798
120609,81456
120609,96966
132057,107141
132057,953
120609,59549
9797,102005
120609,2153
120609,89745
132057,81845
132057,6944
132057,3105
12733,96610
120609,59315
120609,77561
120609,102125
132057,1246
12733,91500
132057,534
132057,4896
132057,1036
132057,1265
132057,5995
132057,1954
132057,1674
132057,2324
132057,3360
132057,63082
132057,1097
132057,1307
132057,1259
132057,539
112864,103228
112864,6534
119724,6286
132057,43396
119724,48082
119724,71282
119724,8910
132057,55280
132057,95873
132057,2268
132057,1394
132057,3252
72679,80906
72679,8132
72679,3098
72679,89904
72679,72720
72679,527
72679,318
72679,59369
72679,1221
72679,51255
59328,88810
72679,68073
59328,1356
59328,102445
72679,89864
72679,93510
85244,95443
72679,98056
72679,97304
31712,66639
72679,2416
72679,95167
72679,4489
72679,88163
72679,4499
72679,99114
72679,88129
72679,76093
31712,84942
72679,44199
72679,98154
72679,80584
72679,97921
72679,90746
31712,45447
72679,94070
72679,96110
72679,1610
72679,91890
72679,79242
72679,7023
72679,98961
31712,1126
72679,51705
72679,53578
72679,54372
31712,4242
86529,80831
31712,464
109622,94018
58730,1035
58730,1357
72679,8783
117718,7564
62986,77201
64572,102800
9034,27322
65401,96811
135331,5903
88266,101864
120609,1591
120609,31696
120609,34150
120609,53464
120609,87430
120609,51077
109661,99615
120609,8666
109661,95754
120609,153
109661,99609
109661,106417
120609,1562
120609,592
120609,64957
120609,56757
113677,106918
120609,37729
120609,30793
113677,103669
120609,3081
109661,98933
109661,97752
120609,91199
109661,100157
78866,97306
109661,100714
109661,80846
109661,104841
109661,89864
109661,107083
109661,282
109661,106487
109661,105213
120609,8981
120609,81834
120609,8368
120609,4896
120609,40815
120609,5816
120609,54001
120609,69844
120609,26403
86529,102396
13565,98836
13565,5956
13565,1265
13565,3087
13565,60126
13565,105213
13565,96417
13565,6159
13565,6936
43188,82202
13565,1370
13565,100498
13565,53972
13565,103253
13565,102481
13565,103772
13565,68319
13565,104245
13565,103810
13565,81229
13565,103341
13565,104241
13565,48774
13565,103141
13565,103042
13565,231
13565,102123
13565,102445
13565,5673
13565,69640
13565,97836
82434,106873
13565,7934
13565,1077
13565,60950
13565,69604
13565,3812
13565,98961
13565,1078
13565,90719
13565,3814
13565,3448
13565,1213
30567,1292
13565,8340
132603,1287
13565,1193
13565,2065
13565,96748
13565,103075
13565,1259
131548,86190
13565,83613
13565,90866
13565,56367
13565,101112
13565,47610
13565,100302
13565,84374
13565,3033
13565,103721
13565,32587
13565,53519
13565,99537
13565,53447
13565,1729
13565,97752
13565,100507
13565,2455
13565,86911
13565,102686
13565,1136
13565,1206
13565,55290
13565,94799
13565,1963
85244,102800
13565,1701
13565,100226
13565,79592
13565,1246
13565,100390
13565,95167
13565,1307
13565,750
13565,215
13565,8638
13565,61132
13565,8783
13565,1258
13565,648
131548,296
131548,356
120609,68157
120609,7438
120609,6874
131548,593
131548,480
131548,260
131548,110
131548,1
131548,1210
131548,527
13565,105630
131548,88810
120609,52281
131548,6807
131548,8622
131548,2716
131548,1580
120609,54995
120609,53519
47701,33794
7434,107682
47701,103454
116984,99112
47701,47465
47701,51037
54431,50
54431,8874
67544,8965
54431,3248
75552,1370
54431,1359
51703,106489
51703,106072
81583,97304
51703,105420
54431,55267
17986,596
17986,1358
17986,1242
17986,2080
17986,3255
17986,3755
17986,585
17986,31
17986,1022
17986,2724
17986,1042
17986,1093
17986,524
17986,1644
17986,2501
17986,58559
17986,2959
17986,4973
17986,2571
17986,2858
17986,296
51703,72395
45974,106030
45974,3985
51703,95873
78866,62115
45974,106489
17986,7361
96296,102445
17986,111
51703,104408
130459,2496
17986,48516
51703,104241
51703,96430
130459,6992
51703,95744
42245,107684
51703,94799
130459,830
17986,4886
51703,103772
17986,4022
17986,3147
17986,2502
51703,4387
17986,1653
51703,98230
17986,1580
17986,1206
17986,1101
17986,912
17986,593
17986,480
17986,410
17986,223
17986,141
17986,104
51703,82378
17986,44191
17986,6863
51703,95583
17986,5989
17986,5669
75552,55290
17986,5464
75552,91542
75552,2232
17986,5010
17986,4369
17986,3785
51703,80094
51703,31867
17986,3617
17986,3510
17986,3450
17986,3408
130459,1253
17986,2694
54431,1093
51703,89427
17986,2581
17986,2335
17986,2137
17986,1608
17986,1569
17986,1407
17986,1183
130459,1947
17986,830
17986,661
17986,337
17986,88125
54431,99114
17986,74789
17986,59369
17986,54001
17986,53125
17986,7162
17986,6944
17986,4700
17986,4054
130459,2550
130459,6303
130459,34177
130459,1371
130459,4337
17986,2141
17986,2123
17986,1888
90883,89118
17986,65
17986,91077
17986,90866
17986,78574
17986,80549
17986,66203
17986,52435
17986,45501
17986,8965
17986,7386
17986,5650
17986,4993
105419,103984
17986,3189
105419,3148
105419,5971
105419,26776
17986,1923
17986,1682
105419,26903
105419,26550
96,94070
17986,586
96,101864
17986,364
17986,356
17986,153
96,103253
17986,98154
96,81834
96,88125
17986,86911
17986,86898
17986,84374
54431,86898
17986,71264
17986,56367
17986,54286
54431,64957
17986,50189
43194,8371
43194,104243
17986,45208
17986,45028
17986,40819
17986,34336
17986,34162
17986,30793
54431,539
17986,8908
96,8949
17986,8464
17986,8368
96,3000
96,102194
96,104841
17986,6377
96,1378
17986,6373
96,1682
17986,6266
96,4901
17986,5995
96,910
96,72737
96,102903
96,55820
96,1028
96,7143
17986,4816
17986,4643
17986,4571
96,69844
96,69122
17986,3967
96,53956
96,590
96,88163
17986,3949
96,1304
96,55830
96,55363
96,46976
17986,3275
96,102445
96,3624
17986,3052
96,524
96,5630
17986,2795
96,90647
96,56339
17986,2712
17986,2710
17986,2686
96,80860
17986,2431
96,5816
54431,5952
96,1213
96,858
17986,2324
54431,104272
17986,2081
96,5810
17986,1805
17986,1639
17986,1584
96,5378
20265,91658
96,8636
96,55284
96,908
17986,1449
96,100390
96,355
96,2918
54431,3448
54431,6377
96,2355
17986,1088
54431,73023
17986,1032
17986,920
54431,2423
96,61132
96,2078
17986,785
96,2109
96,56174
96,99728
54431,1517
96,78266
96,1438
54431,2795
17986,719
17986,594
17986,455
17986,333
54431,2700
54431,542
17986,265
17986,441
54431,1258
54431,3247
17986,60
54431,54648
17986,91500
54431,84392
54431,2078
17986,78041
54431,80549
17986,72011
17986,68522
17986,67695
17986,63876
54431,71429
119048,107042
17986,60074
54431,58803
128323,3456
135331,90405
112819,38656
17986,89864
104393,6539
17986,33660
31712,288
17986,318
17986,1
17986,150
31712,7317
34120,1347
34120,1644
34120,2722
34120,1831
34120,2707
34120,1587
34120,2394
34120,3273
34120,2421
34120,3798
34120,799
34120,2431
34120,2428
34120,318
34120,858
34120,50
34120,527
29549,105211
34120,904
34120,58559
29549,106916
34120,1203
34120,2959
34120,2571
34120,260
34120,2324
34120,4226
34120,593
34120,1196
34120,2858
34120,79132
34120,1136
34120,2329
34120,7153
34120,296
98372,107686
34120,4993
34120,51540
17986,59615
34120,4306
34120,2628
34120,2355
34120,2174
34120,2012
34120,1222
34120,1200
34120,733
34120,231
34120,329
34120,36
34120,34048
34120,33794
34120,8636
34120,7147
31712,70946
34120,5388
34120,5378
34120,4718
17986,82169
34120,4018
34120,3994
34120,3826
34120,3785
34120,3257
34120,3148
34120,2953
34120,2671
34120,2124
34120,2018
34120,1982
34120,1876
34120,1747
34120,1690
34120,1345
16601,2020
16601,1186
34120,1343
34120,903
34120,673
34120,431
34120,85414
34120,73017
34120,68237
34120,54272
34120,52328
34120,52281
17986,85414
34120,46972
34120,39446
34120,27773
34120,7454
34120,7323
34120,6893
34120,6534
34120,6157
16601,2109
34120,5294
34120,5219
16601,3608
34120,4865
34120,4388
16601,4701
34120,3452
16601,55247
34120,3439
34120,3264
34120,3178
17986,8958
17986,88810
17986,30812
34120,2942
16601,1754
16601,4980
54431,2431
17986,98961
34120,2664
34120,2643
34120,2467
17986,73023
34120,2338
34120,2122
42366,88163
34120,2082
34120,1873
34120,1681
34120,1665
34120,1327
17986,1907
16601,91529
34120,356
34120,480
16601,6296
34120,110
34120,589
34120,150
34120,1210
34120,780
16601,3821
34120,590
34120,380
34120,588
17986,81847
17986,4776
34120,4105
34120,1374
34120,1954
34120,1213
34120,1265
34120,1617
34120,293
34120,3147
34120,47
34120,1704
34120,2762
16601,8966
34120,2288
34120,3499
17986,96610
34120,7387
16601,1889
34120,968
34120,1997
94976,99437
34120,1387
34120,1994
34120,1215
34120,1261
34120,1333
34120,1350
34120,1214
34120,61240
34120,4720
34120,1219
34120,1258
17986,106487
34120,8874
42366,106487
34120,6502
34120,2160
34120,1974
34120,71535
34120,56339
34120,57274
17986,97752
17986,91529
34120,93840
34120,83134
16601,71464
34120,1241
34120,5105
34120,4754
34120,2660
34120,3476
34120,80831
135331,42385
34120,27317
34120,6242
31712,3268
135331,42718
34120,103621
34120,2232
34120,1970
34120,4437
34120,2550
54431,4571
34120,6323
54431,4270
34120,4336
54431,3977
54431,3481
34120,53519
54431,2080
9579,51937
16601,4888
39969,67193
34120,4022
49225,107141
17986,95558
54431,95558
34120,2118
124657,30812
34120,3527
17986,97938
34120,7360
34120,4902
34120,1983
34120,5679
34120,7982
34120,60609
124657,106782
34120,1985
34120,2513
16601,81591
16601,318
16601,50
16601,58559
16601,904
16601,912
16601,2959
16601,2571
16601,4226
34120,73211
16601,2324
16601,593
16601,2858
34120,2789
34120,2459
34120,1321
34120,7001
34120,81932
34120,80463
34120,81845
23180,53000
23180,44763
23180,107658
75552,3793
75552,2011
75552,1653
75552,1356
75552,1240
75552,377
75552,357
75552,253
75552,6
75552,70286
75552,51255
75552,48385
75552,35836
75552,33794
75552,30707
75552,8644
75552,6378
75552,3948
75552,3174
75552,2953
104347,47610
75552,2353
75552,2105
75552,2002
75552,2001
75552,1911
75552,1882
75552,1876
75552,1676
75552,1476
75552,1377
45974,99047
75552,1320
26452,107348
67544,104076
121191,106489
121191,3386
75552,435
33357,105844
51241,30810
75552,60684
75552,32587
75552,87306
51241,1356
75552,4874
75552,4975
75552,57368
75552,1909
75552,32213
75552,27482
121191,39292
121191,85414
51241,2722
121191,74458
121191,4848
121191,81591
71330,104243
71330,34271
34837,80454
24143,2579
24143,5890
24143,30793
24143,5388
91362,4022
91362,2232
79054,103253
77696,99296
91362,81591
79054,24
120244,91077
79054,4963
35884,104841
79054,2012
35884,106916
79054,87483
79054,27706
79054,784
67544,4366
35170,5189
120609,106696
74196,60816
119757,1771
120609,96821
40532,103249
114531,106491
38082,99112
38082,107141
35716,4978
84151,103883
114267,96150
114267,93721
114267,1387
114267,103027
128323,1900
109788,103384
109788,103042
106735,72380
94976,39381
51978,95558
75552,2918
75552,1721
75552,1393
75552,1214
75552,586
80325,40697
80325,106030
120609,3504
80325,94777
120609,7486
120609,924
16555,5618
16555,105593
108562,107
108562,2394
108562,3798
108562,2428
108562,2423
108562,2384
108562,3745
116166,29
108562,4701
120609,8014
78564,3730
108562,4084
119531,107141
108562,267
108562,4069
119531,104841
108562,1754
119531,106782
108562,239
108562,3355
108562,91529
119531,106441
119531,106916
108562,318
108562,58559
52761,6953
108562,4973
108562,5618
108562,92259
108562,79132
108562,4226
129338,107141
52761,1584
52761,4370
45974,50601
52761,72998
15242,62999
15242,50944
78564,107696
57050,2160
43194,104074
22693,102800
119531,83829
134728,96655
19881,2797
117708,1748
19881,317
19881,1544
22323,1466
21600,6993
120609,48997
19881,376
120609,92422
21600,1704
21600,457
21600,3408
21600,2427
21600,2313
21600,1729
21600,1994
90883,3083
21600,163
21600,99114
21600,37733
21600,27773
21600,6709
21600,5673
22323,4306
75347,98239
103018,27792
14081,81847
14081,58299
130268,590
121535,106766
14081,81788
21600,933
19881,104241
120609,63992
21600,464
116287,3996
19881,54229
21600,90866
21600,96610
21600,4406
21600,3494
21600,1840
21600,1206
21600,608
58426,1962
21600,55820
79366,59404
116984,96610
21600,8798
120609,78772
120609,91104
120609,98203
120609,72407
120609,55282
120609,44665
21600,4848
128869,102407
19522,106696
120609,79242
21600,5147
21600,6001
120609,34437
21600,3424
21600,3741
21600,1244
21600,6440
126184,103253
75480,103048
75480,103984
117269,2843
75480,96821
58579,196
58579,485
58579,2657
58579,1358
58579,2321
58579,2001
58579,596
58579,3418
58579,342
58579,2003
58579,1285
58579,1339
58579,2021
58579,724
58579,1994
58579,1136
58579,1089
58579,1259
58579,4993
58579,5952
58579,7153
42228,5250
8963,106920
58579,1197
58579,54259
8963,107555
58579,2193
58579,79132
58579,593
58579,1196
58579,2329
58579,296
58579,66934
58579,7361
58579,1208
91193,104274
2269,106240
58579,3147
58579,63082
5036,76738
27457,6341
58579,3479
58579,27251
58579,1967
58579,2005
58579,2133
57983,61250
58579,4520
58579,3243
57983,6212
117269,750
57983,7451
57983,80549
58579,2134
57983,76293
58579,1297
98710,1255
98710,2797
98710,6731
98710,2118
98710,1974
58579,1257
98710,3702
98710,3018
98710,1580
98710,377
98710,380
25268,30810
58579,2596
98710,2459
98710,4437
25268,162
98710,337
98710,3265
98710,2403
98710,1220
98710,6774
58579,4218
42366,2968
98710,1350
98710,3703
58579,778
98710,2791
98710,3363
98710,457
98710,2231
25268,2096
98710,2076
23124,103253
98710,2795
58579,223
98710,150
98710,2951
98710,1968
58579,180
98710,2115
98710,2871
98710,555
98710,2804
98710,919
98710,2160
58579,8807
98710,1394
98710,2000
98710,778
58579,59022
25268,372
98710,4262
98710,47
98710,1245
98710,1732
58579,1194
126184,104913
98710,223
98710,733
98710,1288
98710,3683
58579,1923
58579,69
98710,1961
98710,2291
98710,8228
58579,6807
98710,1587
98710,4085
98710,1036
98710,5049
98710,2174
98710,1302
98710,1970
98710,3252
98710,1028
98710,1035
98710,1073
58579,2161
58579,50601
58579,60
62996,2005
58579,2140
42366,51187
42366,78313
42366,95223
32391,107698
58579,2692
58579,4878
71381,3703
23223,2431
5107,102800
23223,413
23223,2739
23223,3809
23223,207
23223,65
23223,3827
23223,3526
23223,361
23223,4069
23223,2950
23223,2469
23223,2114
23223,4980
23223,3844
95560,55765
23223,318
23223,858
23223,527
74937,32139
23223,2959
23223,2571
23223,2324
134728,55765
134728,3246
134728,3178
23223,593
134728,8781
134728,1840
23223,1197
74937,94896
23223,296
23223,7361
23223,2028
23223,2762
23223,68954
23223,47
23223,60069
23223,356
23223,1704
23223,7566
23223,2804
23223,1200
23223,50740
23223,88810
23223,97673
23223,26528
23223,7064
23223,52767
23223,4995
23223,2502
32686,58
23223,26712
23223,3077
23223,50658
23223,2248
23223,8970
23223,1073
23223,8784
23223,1307
43194,103315
23223,80463
23223,2291
23223,56367
23223,1968
23223,4022
23223,4886
23223,1784
23223,7147
23223,17
23223,4306
23223,150
23223,1246
23223,8665
23223,1500
23223,54286
23223,590
23223,1682
23223,4963
23223,26614
23223,7669
23333,72998
95607,3157
102576,39292
102576,4292
97533,105585
23223,1259
23223,96821
23223,80693
23223,89864
23223,4880
23223,25
23223,6711
23223,337
23223,55280
41267,99007
23223,1060
23223,69757
23223,2725
106989,83086
106989,48516
23223,110
23223,1721
23223,500
23223,367
23223,1097
23223,597
23223,1265
21391,106916
71381,1748
71381,97752
71381,72998
71381,741
23223,1285
23223,215
23223,2797
2731,3160
2731,74324
107164,2424
92085,107141
92085,105504
120609,32
92085,102993
23223,2272
23223,69712
23223,1873
120609,47099
120609,27592
27575,97921
117269,71899
35109,104074
97853,8973
23223,53318
126184,104243
117561,79357
117561,68237
120609,88125
27575,95088
62805,103772
62805,104243
62805,104908
27575,103539
62805,103341
62805,104241
62805,105086
62805,105585
62805,6379
62805,104879
99486,107348
86010,39
86010,153
86010,56367
84849,107700
86010,34162
86010,500
119048,97639
86010,94323
119048,6109
86010,103554
62805,103253
62805,27773
74034,104337
62757,1185
62757,4855
62805,97968
62757,235
62805,101137
74034,103883
62757,3552
74034,103554
74034,91500
74034,106487
62757,1090
62805,103727
62757,1214
62805,99912
17767,103883
62805,102716
62805,104312
14517,1282
17767,91500
62757,2403
62757,1275
62805,101025
62805,89305
62805,93982
17767,106487
62805,85020
17767,4034
17767,103554
62805,99417
62805,96490
54803,1197
62805,92938
62757,1200
62805,51077
62757,339
54803,364
62757,1291
62757,208
54803,4369
17767,104841
17767,2804
17767,8958
17767,7090
62757,1610
62757,2115
62757,1219
62757,5418
62757,1391
62757,1407
62805,84807
62757,2617
2930,55245
62757,3977
2930,70183
62805,94777
62757,1380
62757,353
62757,920
54803,7454
62805,88339
62757,3408
62757,1370
62757,2268
62757,2353
90462,44191
90462,2313
62805,92920
90462,4713
62757,2712
90462,2117
62757,420
62757,832
62757,370
62757,163
62757,2699
62757,1608
62757,1207
62805,99530
62757,1544
62757,1552
62805,100163
62757,1028
62757,1035
62757,2006
62757,2985
62805,96863
62757,3176
62757,1777
62757,485
62757,2001
62757,8360
62805,97709
62805,103651
62757,3753
131773,91077
62805,99114
62757,151
62757,3253
54803,79695
131773,1096
54803,68952
131773,72641
54803,64969
54803,60756
62805,97188
62757,1377
62757,145
131773,4019
131773,6663
131773,8596
62757,70
62805,97950
131773,2067
58426,104337
62805,70206
131773,77561
62805,99470
2606,106489
62805,97304
62805,95558
62757,3418
62805,3441
62805,98239
131773,3260
62805,97938
131773,97304
62757,2763
131773,47644
62757,1722
62805,100397
62757,1242
62757,168
131773,102445
62757,805
62757,112
62757,2572
62805,86355
62805,97324
62757,4246
2606,101527
131773,80906
62757,3448
62757,3033
62757,1088
131773,916
62757,1092
62757,2003
62757,661
62805,101428
62757,1597
62805,60526
62757,3671
62805,100440
62757,2005
62805,83613
62757,1569
62757,2161
62757,1059
62805,75438
62757,3255
2606,96567
62805,104144
62805,87430
131773,78499
62757,51662
62757,5502
62757,4014
62757,5010
62757,2150
120609,8477
120609,42632
62757,2002
131773,3508
120609,318
114468,922
114468,44555
114468,3435
131773,922
131773,4329
114468,74458
114468,1284
114468,92259
129296,1586
129296,1957
129296,2094
129296,2109
129296,3361
129296,3396
129296,1378
129296,2707
129296,107
114468,54286
129296,319
114468,96079
129296,60
129296,898
129296,1020
129296,1077
129296,1104
129296,1269
129296,1296
129296,1587
129296,2394
129296,3698
131773,1643
131773,106487
131773,26453
114468,6016
131773,81845
131773,5135
131773,89904
131773,1344
131773,86882
131773,77846
62805,92391
131773,728
62805,89190
62805,103219
62805,100498
62805,102445
51616,106916
62805,99030
62805,104556
23890,68511
23890,60461
23890,4470
23890,26691
23890,51559
23890,76738
23890,26007
23890,80315
118465,32179
62805,52885
62805,66934
62805,5971
118465,5304
23890,80328
118465,6650
62805,7669
62805,5690
23890,79936
114468,96811
62805,4776
62805,50872
62805,3910
62805,51255
62805,69757
52263,66203
62805,87520
62805,51662
52263,45501
54431,101112
52263,85367
52263,33499
52263,90531
52263,89470
20265,103539
127999,1371
52263,99114
127999,2080
127999,3755
127999,1172
127999,1271
127999,1287
56603,3755
56603,2080
88516,2501
